user	topic	link	utterance	category
Ralph Richard	health	https://www.facebook.com/VICE/	It helps me keep calm and able to control the situation	concession
Brett A. Singer	health	https://www.facebook.com/VICE/	VICE and indeed life itself has taught me to be patient with people in general	concession
Jamie Williams	health	https://www.facebook.com/VICE/	Pretty sure this leads to multiple personality disorder	insinuation
Gus Bridi	health	https://www.facebook.com/VICE/	Don't drink milk if you're a grown man and talk about yourself in the third person.	lecture
Gus Bridi	health	https://www.facebook.com/VICE/	I am next expecting an article about why I need to slam my testicles into a car door.	insinuation
Gus Bridi	health	https://www.facebook.com/VICE/	GET AN EDITORIAL BOARD!	lecture
Leela Parkeras	health	https://www.facebook.com/VICE/	better take the advice and calm Gus' little patooty down	lecture
Andrew Catalozzi	health	https://www.facebook.com/VICE/	I don't need to look any crazier in public, thanks though.	insinuation
Errico Malatesta	lifestyle	https://www.facebook.com/VICE/	I love people that have never done drugs.. you're adorable.	praise
Claus Rasmussen	lifestyle	https://www.facebook.com/VICE/	Let Darwins natural selection works it's magic.	insinuation
Clayton Rickard III	lifestyle	https://www.facebook.com/VICE/	Uppers and dissociatives combine pretty well in controlled dosages	concession
Storm Montgomery	lifestyle	https://www.facebook.com/VICE/	Ketamine does often drop your heart rate according 2 studies and coke does not.	lecture
Clayton Rickard III	lifestyle	https://www.facebook.com/VICE/	Dropped heart rate is only bad for people with a low heart rate to begin with.	lecture
Clayton Rickard III	lifestyle	https://www.facebook.com/VICE/	Context and dosage is important even if the combination can be inherently toxic to some degree	concession
Harry P Ness	lifestyle	https://www.facebook.com/VICE/	That doesn’t sound good.	dissent
Harry P Ness	lifestyle	https://www.facebook.com/VICE/	But K is best by itself.	lecture
Harry P Ness	lifestyle	https://www.facebook.com/VICE/	And you should either be laying in bed with headphones on and listening to like Native American nature music	lecture
Harry P Ness	lifestyle	https://www.facebook.com/VICE/	K at the club or anywhere in public is weird.	dissent
Harry P Ness	lifestyle	https://www.facebook.com/VICE/	I just wanna lay down and get lost in the depths of my mind	concession
Unknown	lifestyle	https://www.facebook.com/VICE/	K and weed are a great combo in the right setting	praise
Harry P Ness	lifestyle	https://www.facebook.com/VICE/	well weed pairs well with everything so it was redundant for me to say.	concession
Ryan Little	lifestyle	https://www.facebook.com/VICE/	don't mix uppers with downers	lecture
Micheal Merrit	lifestyle	https://www.facebook.com/VICE/	It’s really fun.	praise
Peter Djohzee Molina	lifestyle	https://www.facebook.com/VICE/	No one does that.	lecture
Matthew Streedman	social meda	https://www.facebook.com/VICE/	They think Brian has money and want his money.	insinuation
Daz Griswald	lifestyle	https://www.facebook.com/VICE/	you look around and 50 people are all staring at there phones.	dissent
Daz Griswald	lifestyle	https://www.facebook.com/VICE/	its great when your standing at a train station watching a beautiful sunset	lecture
Medeline Dixon	lifestyle	https://www.facebook.com/VICE/	Good luck- I tried.	dissent
Medeline Dixon	lifestyle	https://www.facebook.com/VICE/	Couldnt even get service with 3G, let alone the internet	dissent
Medeline Dixon	lifestyle	https://www.facebook.com/VICE/	too much of our culture requires it now.	concession
Medeline Dixon	lifestyle	https://www.facebook.com/VICE/	Job applications, coupons, so often I have to pull up a page on my phone in public	concession
Medeline Dixon	lifestyle	https://www.facebook.com/VICE/	When we all had flip phones, people were understanding, but now they act like its weird you dont have internet.	insinuation
Benjamin Widmar	lifestyle	https://www.facebook.com/VICE/	tell an alcoholic to have a bottle, but don't open it.	insinuation
Benjamin Widmar	lifestyle	https://www.facebook.com/VICE/	It's an addiction like any other addiction.	lecture
Benjamin Widmar	lifestyle	https://www.facebook.com/VICE/	The sooner we realize that, the sooner we can get better!	lecture
Benjamin Widmar	lifestyle	https://www.facebook.com/VICE/	agreed, some can do that, but many can't.	concession
Trev Barlowe	society	https://www.youtube.com/watch?v=TAGjuRwx_Y8	I actually think this was selectively edited or something was lost in the translation.	insinuation
Big R Y	society	https://www.youtube.com/watch?v=TAGjuRwx_Y8	tbh with u, u sound like u got some problems with monotheist religion yourself	lecture
Big R Y	society	https://www.youtube.com/watch?v=TAGjuRwx_Y8	don’t try to justify your believes through other people to make yourself feel better.	lecture
Big R Y	society	https://www.youtube.com/watch?v=TAGjuRwx_Y8	u should at least some common sense and respect.	lecture
Jordan Graves	society	https://www.youtube.com/watch?v=TAGjuRwx_Y8	their language may not allow for such abstractions.	concession
Big R Y	society	https://www.youtube.com/watch?v=TAGjuRwx_Y8	Learn your history before u come trying to make statements.	lecture
julesgoh	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I love what you said about setting a realistic challenge for self sufficiency	concession
julesgoh	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	You are such an inspiration and blessing!	praise
Indigo Rose	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I learned so much from you and I am in Texas,	concession
t D	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	great content as usual	praise
J C King	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	There is something very special about your videos	praise
J C King	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	They’re educational, interesting and inspiring	praise
J C King	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	You make everything so easy to understand and your calm enthusiasm	praise
J C King	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	which I like much better than the jump up and down type	concession
Huw Richards	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Comments like this absolutely make my week	praise
David Boylan	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	You're enthusiasm, concern for sustainability and self-sufficiency are inspiring	praise
David Boylan	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	You're a natural teacher.	praise
Carlotta Dix	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	So envious of your beautiful raised bed garden.	concession
Carlotta Dix	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Would be happy to be able to grow leeks or fennel	concession
Rebekah Harmon	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	so sometimes I feel alone	concession
Izzy Wizzy	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I completely agree about the pleasure of being able to pick your own food	praise
Gardening for Cat Lovers	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I learn so much every time I watch your videos	concession
Apples and Veggies	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Because of your videos I was inspired and encouraged to grow my own veggies in my small backgarden	concession
Apples and Veggies	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I binge watched your gardening videos even when I’m cooking and bought your book which is so helpful.	concession
Apples and Veggies	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	wow the 2 of you gave me so much inspiration and learning that I kept on planting and planting	concession
Apples and Veggies	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	The garden saved me this lockdown too.	concession
Trina Hayes	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Your garden presentations are so impressive and easy to follow.	praise
Denise Younger	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	This season has been a little disappointing and difficult in my garden!	concession
Christina L	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	My purple sprouting broccoli didn't do very well the last time I tried to grow it	concession
Karl Traunmüller	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	You’re doing an amazing job	praise
Victoria Holt	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	packed with great advice, full of inspiring and motivating content	praise
Hilary Funk	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I'm so proud of you, look at all the blooms you've added.	praise
constantiN	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Really resonating with what you are saying and the way you are gardening	praise
CLTserendipity	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	I missed your very warm welcome at the beginning.	dissent
CLTserendipity	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Not a criticism, just a wistful observation.	lecture
CLTserendipity	environment	https://www.youtube.com/watch?v=ESYK-tW2UmI	Your garden wisdom and experience are amazing.	praise
Just Dave	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Simultaneously amazed and inspired by what humans are capable of, and also in fear of how we will sustain ourselves in the future.	concession
Naughtius_Maximus	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Food production isn't the problem with feeding people logistics is	lecture
Guiseppe Battagliese	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	But have you been drinking?	insinuation
Naughtius_Maximus	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	we have the means to produce enough food on this planet for everyone.	lecture
Naughtius_Maximus	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	The problem is getting materials where they need to be and not destroying local farmers and local businesses	concession
Plumredblue	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	We can not allow individuals to be priced out of nutrition.	lecture
Just Dave	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Truth is, there's just too many ppl and we're choking the life out of the earth with our excess.	concession
Just Dave	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	since Americans tend to eat 2.4 times the amount they need to	insinuation
Just Dave	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	yeah I know, that's why I said it's an issue regarding the overprivileged.	insinuation
Just Dave	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	I somehow got dragged back down to my typical cynicism	concession
Just Dave	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Nauti max' MAY be correct, we MAY currently grow enough	concession
steven peterson	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	anyone who has access to the internet is overprivileged	lecture
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	There is an extreme volume of produce grown, but only a fraction will ever make it to consumers.	concession
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	the "beautification" of products is the worst	dissent
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	The expectation of a specific shape creates an unrealistic demand	dissent
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	And they just keep getting worse.	dissent
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Distribution chain cannot sell other variations in the fruit due to this unrealistic demand	dissent
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Media promotes the purchasing and use of "high quality products" of a specific shape	dissent
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Consumers demand their local green grocer or supermarket to get these "high quality products" by only buying the specific shaped produce they see	insinuation
Swilly Swoggiston	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Farmers have significant volumes of their produce rejected	dissent
Mister EC1	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Transition from carbon based life to silicon based life is coming.	insinuation
Osman Sivrikaya	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	if people start to live as real people as explaine in the holly books, the world will be a better place to live	lecture
Osman Sivrikaya	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	people will be succesfull from the Allah's exam.	lecture
Osman Sivrikaya	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	if people believe allah and pray to allah, and work in the allowed work in the world will be happey here and hereafter.	lecture
Guiseppe Battagliese	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Man has only to choose between good and evil.	lecture
Guiseppe Battagliese	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	He is enslaved and starved by the over-rich and illegal north of the world but always and not good.	insinuation
Lifelong Bachelor	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	encouraging more humans is thoroughly irresponsible.	dissent
A G	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Those technologies require even more resources	lecture
A G	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	ALWAYS read the fine print, under what assumptions etc.	lecture
Moreno Franco	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Absolutely astonishing.And soon to be autonomous, no doubt.	praise
Fredariko Ko	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Really ingenious and simple	praise
Gold Eagle	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	For some reason this was incredibly satisfying to watch.	concession
Christopher Moran	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Wow. Nice ag tech. Awesome stuff. Amazing advancements.	praise
Akash Rathi	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Amazing content....love to see things like these	praise
Darwesh	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	So wonderful n modern machinery	praise
Monchichi	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Great machine engineering.	praise
Farik Kiraf	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	what wonderful machines and sophisticated technology,	praise
Farik Kiraf	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	so those groups who control the world economy can work MORE EFFICIENTLY!	insinuation
Linda Kristin Johansen	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	It was oddly relaxing to watch.	concession
carolyne nyapola	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	This is awesome and can really help Africans and world at large to curb out food insecurity issue	insinuation
Asag	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Do you really think machines like this are common?	lecture
Ianni leroux	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	of course it's still difficult but the present and future are better than the past	concession
mutably	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Farmer's life in my country is not enjoyable, even with machines.	dissent
Rodney Johnson	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	We have really come a long way since the days of horse and plow	praise
Trong Tran	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	really passionate about super agricultural production machines	praise
Dont Care	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Very cool but I'll bet Maintenace is very high on these machines	concession
Star A Star	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Those flying fruit-picking drones are INSANE!	praise
Pascal Fust	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	at least insanely inefficient, in my opinion	concession
SUPREME OVERLOAD	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	very cool - production increases galore!	praise
Taurox	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	And most of these machines cost as much as a farmer's entire farm	dissent
Taurox	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Then if it needs a repair, you need some specialist that you'll have to wait 3-4 days for	insinuation
Taurox	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	nd the repair will cost a whole harvest	insinuation
Taurox	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Companies know farmers need these modern machines to survive, so they charge far too much!	insinuation
MS doZer	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	Eye-pleasing .How do you find ways to make video interesting?	praise
426 Super Bee	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	But very very expensive to own and maintain	dissent
Golden Glory	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	every one of these just keeps making me think of how violently they treat the fruits	dissent
Amanvir Sinh	environment	https://www.youtube.com/watch?v=97JZMrnRnYM	What about the soil health?	dissent
amesty21	gaming	https://www.twitch.tv/rosemilovelock	worth it	concession
isedwin	gaming	https://www.twitch.tv/rosemilovelock	do it rosemi, is ur turn	lecture
natanichia	gaming	https://www.twitch.tv/rosemilovelock	she's using money!	dissent
Contained Cheese	gaming	https://www.twitch.tv/rosemilovelock	Spending once again on a game she rarely plays	insinuation
KoboldTheo	gaming	https://www.twitch.tv/rosemilovelock	Selen really going all in	praise
Louise Gogel	environment	https://www.youtube.com/watch?v=o1cgx33E3LM	May your good example spread through to your family, friends, neighbors, and beyond!	praise
Cheryl Reid	environment	https://www.youtube.com/watch?v=o1cgx33E3LM	At a time of never ending bad news your permaculture videos are a wonderful, positive tonic for the spirit	praise
A.V. J.	environment	https://www.youtube.com/watch?v=K-r2EetCtO0	The fact that you prioritize native species of trees, instead of more carbon sucking trees, is something really beautiful.	praise
Free Gift Cards on my Channel	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	I'm honestly impressed by the time and effort you put into these videos	concession
Osama Gamer	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	For your good content and excellent gameplay keep it up	praise
I'M LEGIT I'M LEGIT SUBBING TO EVERYONE WHO SUBS TO ME  I'M LEGIT SUBBING TO EVERYONE WHO SUBS TO ME	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	I know life maybe hard sometimes but I wish you nothing but the best!	concession
juan esteban rodriguez falla	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	something that doesn't let me sleep is the number of skins you have I only have 3 or 4 hahaha I'm poor	concession
jake lil	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	You rocking the Beerus Drip the G.O.D of destruction	praise
Young1sm-il	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	its nice to see a youtuber what is actually good at ps4	praise
Young1sm-il	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	your good at controller better than me	concession
Obinna Bernard	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	No he got 33 kills not 34 kills	dissent
Mr_gost	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	You are the best	praise
Abbas Ismael	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	They put connection error	dissent
mattnos	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	I would appreciate it if it was without construction	lecture
ALEXIS Rodriquez	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	Finally another fornite video you can't watch	dissent
ALEXIS Rodriquez	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	Normally like always this thing is always is a waste of time	dissent
Brian Sabaski	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	I don't have enough v-bucks to buy any skin or something	concession
Darius Gilbert	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	I hate being broke	dissent
Candy Stout	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	I don’t have that yet	concession
ALEXIS Rodriquez	gaming	https://www.youtube.com/watch?v=6KH2mGih1P4	IS NOT RECOMMENDED	lecture
keilan arellano	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	thunder's gameplay makes the skin of goku look like a master piece	praise
keilan arellano	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	your gameplays are always ultra instinct	praise
Adnan Arafath	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	You are better than most Fortnite youtubers	praise
Adnan Arafath	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	I know and your content is so underrated.	dissent
Adnan Arafath	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	You are also so consistent in your uploads.	praise
Mystery ASMR	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	Whoever's reading this, i pray that whatever you're going through gets better	lecture
Mystery ASMR	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	whatever you're struggling with or worrying about is going to be fine and that everyone has a fantastic time! Amen	lecture
TruMoon	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	This was on fire	praise
Donald Gbosi	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	I guess with all the comments I'm not first but it's OK	concession
7even moments	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	Cracked out my g u make my day	praise
Lester Adams	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	how tf if he so freaking good	concession
Lester Adams	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	wow you got mad skillz dawg	praise
TTChaeng	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	My movement is good but I lose fights because of my aim.	concession
S	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	Man I wish I was able to buy the bundle same as u	concession
DAVIDSON250	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	bro u are really good	praise
notyouraveragesky	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	just go outside to touch grass no hate	lecture
Lance Jackson	gaming	https://www.youtube.com/watch?v=omQBfTw_SZQ	He Is a fake you tuber	insinuation
Minecraft Noob	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Completely missed opportunity to do Kamehameha blast fights	concession
nemosizzle	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Some of us are on keyboard	lecture
Hernandez	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	I had it happen to me	concession
Aziz Razul	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Good idea but depends how it would work with both pc and consoles	concession
Grammeland1	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	You defenetly dont remember what that does yo your palms and most people dont play with a controller	lecture
Dyllan F	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Nope they just collide	lecture
Nosimoto Productions	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Stop complaining	lecture
Hujgdkorh	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	calm down and be quiet	lecture
PV2Kwon	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	It does so much damage.	dissent
Hurricane Overlord	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	The beams can clash but no one gets damaged it’s just a way to block the blast	dissent
InTheStorm	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	The combo of flying up into the air and then beaming someone kind of reminds me of the Iron Man's repulsors into the unibeam combo, and that's cool	praise
DJ SB	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Reminds me of a instant transmission Kamehameha except of course your not doing a instant transmission.	concession
RainyGameDays	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	I want to get this for my son since we both love Dbz but I don't know anything about Fortnite.	concession
InTheStorm	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Okay that's a tough one.	concession
visualcayd	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	U just brought back memories	concession
Miguel Baltasar	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	There will never be enough appreciated for the actions that TG has taken	praise
Sam Cloutier	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	just saw this same comment on a differnt DBZ x fortnite video	insinuation
Jakharr Vinta/VoryoMTG	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	you forgot to edit out the part about the dragon	lecture
Anthony Jr	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	This man never fails to put a smile on our faces	praise
Dark Ry	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	the season went from completely dry to a sweaty fire game	concession
Wackynic animates	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	This was the best collab we ever got	praise
Wackynic animates	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	this collab actually made me play fortnite again	concession
Keanu 23	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	You always get that dub and some GREAT content	praise
Liz mungai	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	you never disappoint us	praise
Liz mungai	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	you put a lot of effort in this video	praise
Coolmz	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Man i love you’re videos keep up the good work	praise
3eswe3	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	keep up the good content	praise
Brandon Pendergraft	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Your videos never disappoint	praise
C J	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	did an incredible job on editing this video props to him	praise
Kanawyer	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	God bless and keep up the great content	praise
IlikeMrMouse	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	This literally revived the entire season	praise
Mohammed Shehata	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	thanks for being one of my favorite creater if not the best	praise
Ty Yu	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	yes yes that is so true it’s so hard to be in YouTube	concession
LifeIsFakeProveMeOtherwise	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	that’s how we know you a bot	insinuation
Alan Emocab	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Could we acknowledge the fact that they are using japanese voices for the dragon ball characters?	lecture
free robux on	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	This has been my favorite build on YouTube for the past year	praise
Zackary Lee	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	it's so fun and the mythics are so op	praise
Anastacia Marciano	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	the only thing is the mystic has a slow sensitivity when aiming	dissent
Anastacia Marciano	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Bro i used the kamehameha mythic and its insane	praise
Joe M	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	I don’t play fortnite but this is crazy!	concession
Trae Nemec	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	If you don’t play then why are you watching	insinuation
Allen Jackson	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	You make it look so easy	praise
Marley Gutierrez	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	I stayed up all night for the live stream it was worth it	praise
Mom's credit card	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	You know this is actually cool for someone as me who didn't watch the dragon ball z episodes	praise
Apollo	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	BEST COLLAB TO DATE MYTHICS ARE AWESOME ASF!!	praise
Ivan Mendoza	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Those skins are awesome.	praise
Ivan Mendoza	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	Sadly I can only stare at the prices.	dissent
Deathstroke	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	I love the show but sadly my mom says I'm not aloud to get Fortnite skins because I could get addicted	concession
Deathstroke	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	as much as I disagree I respect her choice and won't go behind her back	concession
Xinergy	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	This feels like something that would happen like a month into a new season but it’s happen8ng a month before	concession
Xinergy	gaming	https://www.youtube.com/watch?v=4jltcGHdSQs	one best end of season update ever!	praise
Ncik Eh 30	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Only Fortnite can make me wake up at 5am because I’m excited for an update!	praise
OwnageEX	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	can't wait to get the 2 mythics for this Collab and win a game with Goku	concession
joeyh2007	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	why dont you make a real POI instead of a whole island that nobody cares about	dissent
joeyh2007	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	would have been so much fun and now we got this	dissent
fAEDEL	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	it was so clear that at 12 o'clock still nothing works,	dissent
fAEDEL	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	scares away more and more players,	insinuation
fAEDEL	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	I just go to the outdoor pool now	lecture
MiraiFTL	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	To be fair that's kind of how he looked in the Piccolo Jr Saga, my man's been bulking up since then	concession
foreverdior	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	bruh when the servers finna be up dawg	dissent
hixxingqt	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Thanos would beat up goku	insinuation
apie !PACK OUT NOW!	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	just fix ur game instead of collabing with anime	lecture
Nicholas Paul	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Collabing? You mean collaborating?	lecture
Clark	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Please say there’s more in this update than this henti werido shit.	dissent
Sir Roxton	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	Why even create such a fun image if you don’t plan on rewarding us with it?	insinuation
Sir Roxton	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	But why forget the rest of us who simply wanted the No Sweat Summer loading screen you promoted?	insinuation
Sir Roxton	gaming	https://twitter.com/FortniteGame/status/1559451524094377985	So , you finally brought forth the DBZ collab people have been asking for.	concession
